rank	node	node_type	visit_count	visit_prob	degree
16188	SERPINA7	gene	20459	1.123e-05	1
16189	AGBL2	gene	20458	1.123e-05	3
16190	TMEM267	gene	20457	1.123e-05	2
16191	ARMC10	gene	20455	1.123e-05	2
16192	OTOG	gene	20453	1.123e-05	4
16193	SCRT1	gene	20452	1.123e-05	2
16194	LOC100129716	gene	20451	1.123e-05	1
16195	MAMDC4	gene	20450	1.123e-05	3
16196	CFAP99	gene	20450	1.123e-05	2
16197	ACSM1	gene	20448	1.123e-05	1
16198	SNHG12	gene	20447	1.123e-05	1
16199	C17orf67	gene	20446	1.123e-05	2
16200	GPX1	gene	20445	1.123e-05	1
16201	MSS51	gene	20444	1.123e-05	3
16202	PKIA	gene	20444	1.123e-05	2
16203	FAM110C	gene	20443	1.123e-05	2
16204	TEX13D	gene	20441	1.122e-05	2
16205	TEX13C	gene	20441	1.122e-05	2
16206	NAT8	gene	20440	1.122e-05	1
16207	Ningetinib	drug	20438	1.122e-05	1
16208	NLRP2B	gene	20437	1.122e-05	1
16209	NBPF19	gene	20436	1.122e-05	2
16210	FBXO9	gene	20435	1.122e-05	2
16211	VILL	gene	20434	1.122e-05	2
16212	FAM95B1	gene	20433	1.122e-05	1
16213	AS602868	drug	20433	1.122e-05	1
16214	TCAIM	gene	20431	1.122e-05	1
16215	KLK13	gene	20430	1.122e-05	1
16216	FBXL7	gene	20429	1.122e-05	2
16217	C1R	gene	20427	1.122e-05	1
16218	VGLL3	gene	20427	1.122e-05	2
16219	NBPF6	gene	20426	1.122e-05	2
16220	SPATA22	gene	20425	1.122e-05	2
16221	GALNT3	gene	20422	1.121e-05	2
16222	RBBP9	gene	20421	1.121e-05	2
16223	PRND	gene	20418	1.121e-05	2
16224	NBPF4	gene	20417	1.121e-05	2
16225	SPATA31D1	gene	20416	1.121e-05	2
16226	GPR98	gene	20415	1.121e-05	1
16227	ZNF823	gene	20412	1.121e-05	3
16228	MTTP	gene	20412	1.121e-05	2
16229	VSTM2A	gene	20411	1.121e-05	1
16230	C18orf54	gene	20409	1.121e-05	1
16231	2-a]pyridin-3-yl)-N-(4-(methylsulfonyl)phenyl)pyridin-2-amine	drug	20408	1.121e-05	1
16232	TMC8	gene	20407	1.121e-05	2
16233	TMEM94	gene	20404	1.12e-05	2
16234	MUM1L1	gene	20400	1.12e-05	1
16235	GGT3P	gene	20399	1.12e-05	1
16236	FAM122A	gene	20396	1.12e-05	2
16237	KW2449	drug	20396	1.12e-05	1
16238	DERPC	gene	20393	1.12e-05	2
16239	KLRG1	gene	20389	1.12e-05	1
16240	CFC1B	gene	20388	1.12e-05	2
16241	LOC283267	gene	20387	1.119e-05	1
16242	ENSP00000497876	gene	20386	1.119e-05	2
16243	CARMIL3	gene	20382	1.119e-05	2
16244	ST8SIA1	gene	20381	1.119e-05	1
16245	Tyrphostin AG 1296	drug	20380	1.119e-05	1
16246	DYNAP	gene	20379	1.119e-05	4
16247	GIMAP5	gene	20379	1.119e-05	2
16248	FAM127C	gene	20376	1.119e-05	1
16249	TTC9	gene	20375	1.119e-05	2
16250	C1orf97	gene	20375	1.119e-05	1
16251	BTG4	gene	20374	1.119e-05	1
16252	SPRED3	gene	20374	1.119e-05	1
16253	KIAA1324L	gene	20370	1.119e-05	2
16254	TCEAL6	gene	20367	1.118e-05	2
16255	POU4F1	gene	20366	1.118e-05	2
16256	SDCCAG1	gene	20366	1.118e-05	1
16257	HSPC159	gene	20364	1.118e-05	1
16258	Pexidartinib	drug	20363	1.118e-05	1
16259	STUM	gene	20362	1.118e-05	2
16260	UNC50	gene	20362	1.118e-05	2
16261	TULP1	gene	20361	1.118e-05	2
16262	FAM158A	gene	20359	1.118e-05	1
16263	C5orf46	gene	20354	1.118e-05	1
16264	C1QTNF3	gene	20354	1.118e-05	2
16265	HOXC13	gene	20353	1.118e-05	2
16266	TEX45	gene	20351	1.118e-05	2
16267	Bafetinib	drug	20351	1.118e-05	2
16268	TBX10	gene	20350	1.117e-05	2
16269	HECTD4	gene	20347	1.117e-05	2
16270	NOTCH2NLB	gene	20346	1.117e-05	2
16271	CCM2L	gene	20345	1.117e-05	2
16272	R406	drug	20345	1.117e-05	1
16273	MLIP	gene	20343	1.117e-05	2
16274	NOTCH2NLC	gene	20340	1.117e-05	2
16275	DBNDD2	gene	20340	1.117e-05	2
16276	SBK2	gene	20339	1.117e-05	2
16277	SMIM11B	gene	20339	1.117e-05	2
16278	SFTA2	gene	20337	1.117e-05	1
16279	RBM46	gene	20336	1.117e-05	3
16280	ADAM18	gene	20335	1.117e-05	2
16281	NBPF20	gene	20332	1.116e-05	2
16282	PUS3	gene	20331	1.116e-05	3
16283	C19orf57	gene	20326	1.116e-05	2
16284	STMND1	gene	20325	1.116e-05	1
16285	SLC16A2	gene	20323	1.116e-05	2
16286	LOC114841035	gene	20318	1.116e-05	2
16287	FREM3	gene	20317	1.116e-05	2
16288	PYDC1	gene	20316	1.116e-05	1
16289	C9orf103	gene	20315	1.116e-05	1
16290	ZNF564	gene	20314	1.115e-05	2
16291	HHATL	gene	20307	1.115e-05	2
16292	NAA60	gene	20304	1.115e-05	1
16293	PLEKHS1	gene	20303	1.115e-05	2
16294	COQ10B	gene	20301	1.115e-05	3
16295	C17orf90	gene	20301	1.115e-05	1
16296	PDZRN4	gene	20301	1.115e-05	2
16297	Regorafenib Anhydrous	drug	20300	1.115e-05	1
16298	C17orf89	gene	20300	1.115e-05	1
16299	Atezolizumab	drug	20300	1.115e-05	2
16300	PLIN4	gene	20299	1.115e-05	2
16301	GLT8D2	gene	20299	1.115e-05	2
16302	ENSP00000455145	gene	20299	1.115e-05	4
16303	MLLT11	gene	20298	1.115e-05	2
16304	TMEM144	gene	20297	1.115e-05	1
16305	SZRD1	gene	20296	1.114e-05	1
16306	TMEM100	gene	20296	1.114e-05	2
16307	GZMK	gene	20294	1.114e-05	2
16308	SAMD9	gene	20293	1.114e-05	3
16309	TAAR9	gene	20293	1.114e-05	1
16310	P2RY4	gene	20292	1.114e-05	2
16311	C12orf73	gene	20292	1.114e-05	1
16312	PON3	gene	20290	1.114e-05	2
16313	C20orf197	gene	20284	1.114e-05	1
16314	OR10A4	gene	20284	1.114e-05	1
16315	SPATA31D4	gene	20283	1.114e-05	2
16316	JQ-1	drug	20281	1.114e-05	1
16317	PLA2G4E	gene	20281	1.114e-05	2
16318	PAH	gene	20280	1.114e-05	2
16319	PIGO	gene	20279	1.114e-05	2
16320	PRSS36	gene	20278	1.114e-05	2
16321	SFRS2IP	gene	20278	1.114e-05	1
16322	DRAM1	gene	20277	1.113e-05	1
16323	LGALS2	gene	20276	1.113e-05	2
16324	OPRPN	gene	20270	1.113e-05	2
16325	CCDC116	gene	20269	1.113e-05	2
16326	Linifanib	drug	20267	1.113e-05	1
16327	SFRS18	gene	20264	1.113e-05	1
16328	KCTD18	gene	20262	1.113e-05	2
16329	MS4A15	gene	20259	1.112e-05	2
16330	ANKRD5	gene	20255	1.112e-05	1
16331	C14orf156	gene	20254	1.112e-05	1
16332	NLRP13	gene	20253	1.112e-05	1
16333	TMEM20	gene	20252	1.112e-05	1
16334	MSX2P1	gene	20247	1.112e-05	1
16335	PRSS8	gene	20244	1.112e-05	2
16336	ETNK2	gene	20244	1.112e-05	2
16337	SYT16	gene	20243	1.112e-05	2
16338	SMEK2	gene	20241	1.111e-05	1
16339	TBX4	gene	20238	1.111e-05	2
16340	CSMD1	gene	20235	1.111e-05	2
16341	RWDD4	gene	20235	1.111e-05	2
16342	KRTAP10-4	gene	20234	1.111e-05	2
16343	GREB1L	gene	20233	1.111e-05	2
16344	PRR14	gene	20232	1.111e-05	2
16345	SVBP	gene	20231	1.111e-05	1
16346	IQCH	gene	20227	1.111e-05	2
16347	ALS2CR8	gene	20224	1.111e-05	1
16348	GAL3ST1	gene	20222	1.11e-05	2
16349	SPANXD	gene	20222	1.11e-05	1
16350	AG1295	drug	20219	1.11e-05	1
16351	CRYBA2	gene	20218	1.11e-05	2
16352	Tandutinib	drug	20216	1.11e-05	1
16353	SPANXC	gene	20214	1.11e-05	2
16354	TRIM62	gene	20213	1.11e-05	2
16355	LY6G6F	gene	20213	1.11e-05	2
16356	PSCA	gene	20213	1.11e-05	2
16357	COA8	gene	20210	1.11e-05	2
16358	ZKSCAN2	gene	20209	1.11e-05	1
16359	ENSP00000496817	gene	20208	1.11e-05	2
16360	MFSD6L	gene	20205	1.109e-05	1
16361	AGS324	drug	20204	1.109e-05	1
16362	LIPM	gene	20202	1.109e-05	3
16363	ZNF628	gene	20202	1.109e-05	1
16364	ASPRV1	gene	20198	1.109e-05	2
16365	6-(7-(1-methyl-1H-pyrazol-4-yl)imidazo[1	drug	20192	1.109e-05	1
16366	KIAA1009	gene	20192	1.109e-05	1
16367	TCN1	gene	20189	1.109e-05	2
16368	SLC39A13	gene	20185	1.108e-05	2
16369	FLT3 Inhibitor FF-10101 Succinate	drug	20185	1.108e-05	1
16370	OR5L2	gene	20183	1.108e-05	1
16371	STAB1	gene	20183	1.108e-05	2
16372	Fluorouracil	drug	20182	1.108e-05	2
16373	HBG2	gene	20179	1.108e-05	2
16374	LOC158696	gene	20178	1.108e-05	1
16375	KRTAP17-1	gene	20176	1.108e-05	2
16376	GPR27	gene	20175	1.108e-05	2
16377	SLC9C1	gene	20170	1.108e-05	1
16378	Tipifarnib	drug	20170	1.108e-05	1
16379	GSC	gene	20169	1.108e-05	2
16380	KLF14	gene	20168	1.107e-05	2
16381	EPPIN	gene	20168	1.107e-05	2
16382	ALKBH7	gene	20163	1.107e-05	2
16383	NUP210L	gene	20160	1.107e-05	1
16384	LOC146880	gene	20160	1.107e-05	1
16385	NOX3	gene	20160	1.107e-05	1
16386	KBTBD3	gene	20157	1.107e-05	2
16387	AQP12B	gene	20156	1.107e-05	3
16388	C9orf106	gene	20154	1.107e-05	1
16389	ZNF385B	gene	20152	1.107e-05	1
16390	PEX11G	gene	20149	1.106e-05	2
16391	ACCS	gene	20148	1.106e-05	2
16392	H0YJW9_HUMAN	gene	20146	1.106e-05	2
16393	NKG7	gene	20145	1.106e-05	2
16394	FCRL2	gene	20141	1.106e-05	2
16395	BICDL2	gene	20139	1.106e-05	2
16396	B3GLCT	gene	20138	1.106e-05	2
16397	Tirbanibulin	drug	20130	1.105e-05	1
16398	LOC220930	gene	20130	1.105e-05	1
16399	SLFNL1	gene	20129	1.105e-05	3
16400	SLC5A4	gene	20129	1.105e-05	2
16401	AKR1C8P	gene	20129	1.105e-05	1
16402	PIM3	gene	20124	1.105e-05	2
16403	LACE1	gene	20123	1.105e-05	1
16404	TVP23A	gene	20123	1.105e-05	1
16405	MEST	gene	20121	1.105e-05	3
16406	ATMIN	gene	20112	1.104e-05	1
16407	DOK7	gene	20108	1.104e-05	2
16408	CCDC117	gene	20107	1.104e-05	2
16409	OAZ2	gene	20107	1.104e-05	1
16410	TMEM155	gene	20099	1.104e-05	1
16411	C11orf16	gene	20097	1.104e-05	2
16412	C9orf5	gene	20096	1.104e-05	1
16413	LOC729176	gene	20095	1.103e-05	1
16414	FNDC8	gene	20093	1.103e-05	3
16415	LYSMD2	gene	20092	1.103e-05	3
16416	SPAG16	gene	20090	1.103e-05	2
16417	RTP3	gene	20089	1.103e-05	3
16418	CMYA5	gene	20089	1.103e-05	2
16419	ADAMTSL1	gene	20086	1.103e-05	2
16420	GPR75	gene	20085	1.103e-05	2
16421	IFI6	gene	20084	1.103e-05	2
16422	C19orf21	gene	20075	1.102e-05	1
16423	ZNF513	gene	20074	1.102e-05	2
16424	NEMP2	gene	20072	1.102e-05	2
16425	SNX31	gene	20069	1.102e-05	2
16426	FAM58A	gene	20067	1.102e-05	1
16427	SMLR1	gene	20063	1.102e-05	1
16428	IFI27L2	gene	20062	1.102e-05	2
16429	TMEM111	gene	20060	1.102e-05	1
16430	AKR1E2	gene	20059	1.101e-05	1
16431	COA5	gene	20058	1.101e-05	2
16432	EMID1	gene	20057	1.101e-05	2
16433	PCMTD2	gene	20056	1.101e-05	3
16434	Sevabertinib	drug	20056	1.101e-05	1
16435	OR4N2	gene	20053	1.101e-05	2
16436	DUSP15	gene	20053	1.101e-05	2
16437	STK32A	gene	20052	1.101e-05	2
16438	SRPX	gene	20052	1.101e-05	2
16439	ZNF226	gene	20049	1.101e-05	2
16440	MS4A3	gene	20047	1.101e-05	1
16441	CEACAM7	gene	20046	1.101e-05	2
16442	H0YIV9_HUMAN	gene	20044	1.101e-05	1
16443	GXYLT2	gene	20041	1.1e-05	2
16444	IFI27L1	gene	20041	1.1e-05	3
16445	PLEK2	gene	20036	1.1e-05	2
16446	LIX1L	gene	20036	1.1e-05	2
16447	TECTB	gene	20034	1.1e-05	2
16448	ZNF350	gene	20032	1.1e-05	2
16449	KCTD4	gene	20028	1.1e-05	2
16450	SNORD116-28	gene	20025	1.1e-05	1
16451	CDKL1	gene	20015	1.099e-05	3
16452	TRH	gene	20014	1.099e-05	1
16453	CD200	gene	20013	1.099e-05	2
16454	GUCD1	gene	20011	1.099e-05	2
16455	UGT1A3	gene	20010	1.099e-05	2
16456	KRTAP22-1	gene	20010	1.099e-05	1
16457	MYBPC3	gene	20006	1.099e-05	2
16458	NMB	gene	20002	1.098e-05	2
16459	TMEM89	gene	20002	1.098e-05	1
16460	ANKRD33B	gene	20000	1.098e-05	1
16461	ERBB2IP	gene	20000	1.098e-05	1
16462	USP26	gene	19999	1.098e-05	2
16463	ZNF35	gene	19997	1.098e-05	2
16464	ANGPTL6	gene	19995	1.098e-05	1
16465	NIPAL2	gene	19994	1.098e-05	1
16466	PRR9	gene	19992	1.098e-05	1
16467	CCDC34	gene	19991	1.098e-05	2
16468	CFAP47	gene	19990	1.098e-05	2
16469	SEPN1	gene	19987	1.098e-05	1
16470	MFNG	gene	19984	1.097e-05	1
16471	K7ERJ3_HUMAN	gene	19983	1.097e-05	1
16472	SFRS15	gene	19982	1.097e-05	1
16473	TCAF2	gene	19981	1.097e-05	2
16474	MDP1	gene	19981	1.097e-05	2
16475	ZBED8	gene	19980	1.097e-05	1
16476	SLFN12L	gene	19980	1.097e-05	2
16477	TMEM87B	gene	19975	1.097e-05	2
16478	PSAPL1	gene	19972	1.097e-05	2
16479	FBXO27	gene	19968	1.096e-05	2
16480	NPW	gene	19968	1.096e-05	2
16481	C17orf78	gene	19967	1.096e-05	2
16482	CAMK1G	gene	19967	1.096e-05	1
16483	STOX2	gene	19965	1.096e-05	2
16484	HOXA7	gene	19964	1.096e-05	2
16485	RPL23AP82	gene	19962	1.096e-05	1
16486	RGSL1	gene	19959	1.096e-05	2
16487	RNASE9	gene	19958	1.096e-05	2
16488	VWA3B	gene	19955	1.096e-05	2
16489	CYBC1	gene	19950	1.095e-05	3
16490	ZSCAN25	gene	19949	1.095e-05	3
16491	DUS2	gene	19943	1.095e-05	2
16492	PCDHB4	gene	19942	1.095e-05	1
16493	HOXC12	gene	19940	1.095e-05	2
16494	SUSD6	gene	19936	1.095e-05	1
16495	GZMM	gene	19935	1.095e-05	2
16496	LST1	gene	19933	1.095e-05	1
16497	NDNF	gene	19932	1.095e-05	2
16498	Durvalumab	drug	19929	1.094e-05	2
16499	DMRT1	gene	19928	1.094e-05	2
16500	Doxorubicin	drug	19926	1.094e-05	2
16501	C17orf95	gene	19924	1.094e-05	1
16502	NXNL1	gene	19921	1.094e-05	2
16503	SMIM7	gene	19920	1.094e-05	2
16504	SPANXN5	gene	19918	1.094e-05	2
16505	TM4SF4	gene	19917	1.094e-05	2
16506	HCG11	gene	19914	1.094e-05	1
16507	MS4A7	gene	19914	1.094e-05	1
16508	C11orf20	gene	19911	1.093e-05	1
16509	GBX1	gene	19909	1.093e-05	2
16510	ZNF83	gene	19907	1.093e-05	2
16511	NEK3	gene	19899	1.093e-05	2
16512	VGLL1	gene	19898	1.093e-05	1
16513	LOC152217	gene	19897	1.093e-05	1
16514	IGFN1	gene	19897	1.093e-05	2
16515	PTPN7	gene	19895	1.092e-05	2
16516	Dexamethasone	drug	19895	1.092e-05	2
16517	LSMEM1	gene	19894	1.092e-05	2
16518	DPY19L2	gene	19894	1.092e-05	1
16519	UNCX	gene	19891	1.092e-05	2
16520	DCST1	gene	19890	1.092e-05	2
16521	MTMR8	gene	19884	1.092e-05	2
16522	HS6ST3	gene	19884	1.092e-05	1
16523	ROM1	gene	19884	1.092e-05	1
16524	ZMAT1	gene	19881	1.092e-05	2
16525	KDELC1	gene	19880	1.092e-05	1
16526	LIMD2	gene	19874	1.091e-05	2
16527	ARHGAP23	gene	19874	1.091e-05	2
16528	MS4A10	gene	19868	1.091e-05	2
16529	CAMTA1	gene	19867	1.091e-05	2
16530	ARHGEF37	gene	19867	1.091e-05	2
16531	RASAL1	gene	19865	1.091e-05	1
16532	ZNF852	gene	19865	1.091e-05	2
16533	C9orf46	gene	19864	1.091e-05	1
16534	GAPT	gene	19864	1.091e-05	1
16535	ANKDD1B	gene	19863	1.091e-05	2
16536	FHOD3	gene	19863	1.091e-05	2
16537	ZNF552	gene	19857	1.09e-05	1
16538	FAM86B2	gene	19857	1.09e-05	2
16539	FGFBP3	gene	19857	1.09e-05	1
16540	PPDPF	gene	19854	1.09e-05	2
16541	SLC1A7	gene	19852	1.09e-05	1
16542	PPYR1	gene	19852	1.09e-05	1
16543	IL23A	gene	19852	1.09e-05	1
16544	FAM111B	gene	19851	1.09e-05	2
16545	NRK	gene	19846	1.09e-05	2
16546	SPHKAP	gene	19845	1.09e-05	2
16547	ADCY4	gene	19842	1.09e-05	1
16548	C14orf37	gene	19841	1.09e-05	1
16549	WFDC1	gene	19841	1.09e-05	2
16550	Letrozole	drug	19839	1.089e-05	1
16551	RBP2	gene	19839	1.089e-05	2
16552	SLC35A1	gene	19837	1.089e-05	1
16553	MUSTN1	gene	19836	1.089e-05	2
16554	CREG2	gene	19830	1.089e-05	1
16555	FAM163B	gene	19830	1.089e-05	2
16556	PM20D1	gene	19826	1.089e-05	1
16557	MEI4	gene	19826	1.089e-05	2
16558	AKR1B15	gene	19818	1.088e-05	1
16559	DOPEY1	gene	19818	1.088e-05	1
16560	TMEM8A	gene	19818	1.088e-05	1
16561	BLACAT1	gene	19815	1.088e-05	3
16562	RNMTL1	gene	19814	1.088e-05	1
16563	SCGB1A1	gene	19814	1.088e-05	2
16564	ZNF498	gene	19812	1.088e-05	1
16565	CLMP	gene	19812	1.088e-05	2
16566	C21orf34	gene	19811	1.088e-05	1
16567	FKBP9L	gene	19811	1.088e-05	1
16568	PHOX2A	gene	19807	1.088e-05	2
16569	Dacomitinib	drug	19806	1.088e-05	1
16570	MFSD2A	gene	19799	1.087e-05	1
16571	DEFB131A	gene	19799	1.087e-05	2
16572	SLC5A3	gene	19796	1.087e-05	1
16573	ADAM21P1	gene	19793	1.087e-05	1
16574	KRTAP5-4	gene	19790	1.087e-05	1
16575	SLC30A7	gene	19789	1.087e-05	1
16576	GAL3ST2	gene	19787	1.087e-05	2
16577	C21orf57	gene	19785	1.086e-05	1
16578	TVP23B	gene	19784	1.086e-05	1
16579	C21orf122	gene	19784	1.086e-05	1
16580	ZNF587B	gene	19783	1.086e-05	1
16581	FABP5L3	gene	19782	1.086e-05	1
16582	DOP1B	gene	19781	1.086e-05	1
16583	KLHL4	gene	19781	1.086e-05	2
16584	PTRH1	gene	19774	1.086e-05	2
16585	ISG20L2	gene	19773	1.086e-05	1
16586	LDLRAD3	gene	19773	1.086e-05	2
16587	EMILIN3	gene	19773	1.086e-05	2
16588	TSPEAR	gene	19773	1.086e-05	1
16589	SPON2	gene	19767	1.085e-05	2
16590	LOC157381	gene	19766	1.085e-05	1
16591	RGL4	gene	19764	1.085e-05	1
16592	KIAA0649	gene	19763	1.085e-05	1
16593	METTL6	gene	19761	1.085e-05	2
16594	SCG5	gene	19761	1.085e-05	2
16595	EPB41L4A	gene	19760	1.085e-05	2
16596	AFF2	gene	19754	1.085e-05	2
16597	LGALS14	gene	19754	1.085e-05	2
16598	OTOA	gene	19753	1.085e-05	2
16599	DKFZp686O24166	gene	19750	1.085e-05	1
16600	ALKAL2	gene	19747	1.084e-05	2
16601	TLCD4-RWDD3	gene	19743	1.084e-05	2
16602	FAM25C	gene	19741	1.084e-05	2
16603	Zongertinib	drug	19740	1.084e-05	1
16604	FAM100A	gene	19735	1.084e-05	1
16605	PHACTR1	gene	19731	1.083e-05	2
16606	CYP2F1	gene	19727	1.083e-05	1
16607	CDADC1	gene	19725	1.083e-05	2
16608	SCGB3A2	gene	19725	1.083e-05	1
16609	TRIM64C	gene	19725	1.083e-05	2
16610	Margetuximab	drug	19720	1.083e-05	1
16611	OVOL1	gene	19713	1.082e-05	2
16612	ABHD16B	gene	19711	1.082e-05	1
16613	LOC728640	gene	19708	1.082e-05	1
16614	RANBP17	gene	19708	1.082e-05	2
16615	CHIC1	gene	19707	1.082e-05	2
16616	TIGD3	gene	19706	1.082e-05	2
16617	LOC147804	gene	19699	1.082e-05	1
16618	FAM216A	gene	19698	1.082e-05	3
16619	FAIM2	gene	19697	1.082e-05	2
16620	ZNF34	gene	19695	1.081e-05	2
16621	DDIAS	gene	19692	1.081e-05	2
16622	C1orf159	gene	19691	1.081e-05	1
16623	MST4	gene	19686	1.081e-05	1
16624	CXCL3	gene	19686	1.081e-05	2
16625	C8orf48	gene	19685	1.081e-05	1
16626	TMEM35B	gene	19684	1.081e-05	2
16627	ABHD17A	gene	19684	1.081e-05	1
16628	C10orf4	gene	19683	1.081e-05	1
16629	NREP	gene	19682	1.081e-05	2
16630	YPEL4	gene	19681	1.081e-05	2
16631	PZP	gene	19676	1.08e-05	2
16632	IL18BP	gene	19668	1.08e-05	1
16633	ARHGAP20	gene	19666	1.08e-05	2
16634	AKNA	gene	19666	1.08e-05	2
16635	IQCA1	gene	19663	1.08e-05	2
16636	FAM127A	gene	19662	1.08e-05	1
16637	HNRNPCL3	gene	19660	1.08e-05	2
16638	DBX1	gene	19658	1.079e-05	2
16639	KLK14	gene	19653	1.079e-05	1
16640	MAPK10	gene	19649	1.079e-05	1
16641	DPT	gene	19645	1.079e-05	1
16642	ACOT11	gene	19643	1.079e-05	2
16643	TNP1	gene	19642	1.079e-05	2
16644	C2orf88	gene	19640	1.078e-05	1
16645	THAP2	gene	19639	1.078e-05	2
16646	PTCHD1	gene	19638	1.078e-05	1
16647	GATM	gene	19637	1.078e-05	1
16648	ANKRD10	gene	19635	1.078e-05	2
16649	C1orf53	gene	19634	1.078e-05	1
16650	HBQ1	gene	19631	1.078e-05	1
16651	SLC12A5	gene	19628	1.078e-05	2
16652	ENSP00000493780	gene	19627	1.078e-05	2
16653	DCTD	gene	19624	1.078e-05	2
16654	CFAP299	gene	19621	1.077e-05	2
16655	SPIN2A	gene	19620	1.077e-05	2
16656	AUNIP	gene	19615	1.077e-05	2
16657	MYNN	gene	19612	1.077e-05	2
16658	SH3TC2	gene	19611	1.077e-05	1
16659	PLCZ1	gene	19609	1.077e-05	2
16660	IQCA1L	gene	19609	1.077e-05	2
16661	GIMAP7	gene	19609	1.077e-05	2
16662	SYCN	gene	19608	1.077e-05	2
16663	SETD4	gene	19606	1.077e-05	2
16664	KIAA1632	gene	19598	1.076e-05	1
16665	ZNF480	gene	19597	1.076e-05	1
16666	ZDHHC8P1	gene	19595	1.076e-05	1
16667	M0QYU9_HUMAN	gene	19594	1.076e-05	2
16668	ZNF774	gene	19592	1.076e-05	2
16669	WFDC11	gene	19592	1.076e-05	2
16670	TMEM130	gene	19591	1.076e-05	2
16671	C19orf38	gene	19590	1.076e-05	2
16672	LOC653501	gene	19585	1.075e-05	1
16673	CEACAM4	gene	19582	1.075e-05	1
16674	LOC401052	gene	19582	1.075e-05	1
16675	ZNF142	gene	19582	1.075e-05	2
16676	PLAC2	gene	19580	1.075e-05	1
16677	CHCHD8	gene	19577	1.075e-05	1
16678	KRTAP5-3	gene	19574	1.075e-05	1
16679	CCDC84	gene	19572	1.075e-05	2
16680	ZNF284	gene	19572	1.075e-05	2
16681	C12orf44	gene	19571	1.075e-05	1
16682	Fulvestrant	drug	19570	1.075e-05	2
16683	METTL5	gene	19570	1.075e-05	1
16684	HN1	gene	19569	1.075e-05	1
16685	THUMPD2	gene	19569	1.075e-05	2
16686	SLC10A5	gene	19565	1.074e-05	1
16687	RNF150	gene	19565	1.074e-05	2
16688	GSG1L	gene	19563	1.074e-05	1
16689	CCDC158	gene	19562	1.074e-05	2
16690	POU6F2	gene	19561	1.074e-05	2
16691	MYOZ1	gene	19559	1.074e-05	2
16692	ADAM28	gene	19552	1.074e-05	1
16693	U2AF1L4	gene	19550	1.074e-05	2
16694	C6orf47	gene	19550	1.074e-05	2
16695	C2orf43	gene	19547	1.073e-05	1
16696	SERTAD3	gene	19545	1.073e-05	2
16697	SULT1C3	gene	19545	1.073e-05	2
16698	C14orf126	gene	19543	1.073e-05	1
16699	LOC728855	gene	19542	1.073e-05	1
16700	Ramucirumab	drug	19542	1.073e-05	1
16701	DLX3	gene	19541	1.073e-05	1
16702	CTSL1	gene	19539	1.073e-05	1
16703	KCP	gene	19538	1.073e-05	1
16704	Trastuzumab Deruxtecan Regimen	drug	19536	1.073e-05	1
16705	C3orf24	gene	19535	1.073e-05	1
16706	DPAGT1	gene	19533	1.073e-05	2
16707	FAM185A	gene	19532	1.073e-05	2
16708	CCDC198	gene	19531	1.072e-05	1
16709	SFRS11	gene	19529	1.072e-05	1
16710	DHRS7C	gene	19526	1.072e-05	2
16711	DEFB106B	gene	19521	1.072e-05	1
16712	SLC9A7	gene	19517	1.072e-05	1
16713	Disitamab Vedotin	drug	19516	1.072e-05	1
16714	CCDC15	gene	19516	1.072e-05	2
16715	FAM151A	gene	19515	1.072e-05	1
16716	SFT2D2	gene	19511	1.071e-05	1
16717	PLSCR2	gene	19507	1.071e-05	1
16718	CCDC167	gene	19505	1.071e-05	2
16719	ERAP2	gene	19504	1.071e-05	2
16720	OXER1	gene	19500	1.071e-05	2
16721	TMEM239	gene	19497	1.071e-05	2
16722	I3L4J1_HUMAN	gene	19495	1.071e-05	2
16723	FAM55B	gene	19495	1.071e-05	1
16724	C22orf41	gene	19493	1.07e-05	1
16725	RTP1	gene	19490	1.07e-05	1
16726	UMAD1	gene	19487	1.07e-05	2
16727	C6orf170	gene	19486	1.07e-05	1
16728	WDR87	gene	19483	1.07e-05	2
16729	SFRS1	gene	19477	1.07e-05	1
16730	CCDC60	gene	19477	1.07e-05	2
16731	STK32B	gene	19476	1.069e-05	2
16732	ELF4	gene	19474	1.069e-05	2
16733	Niraparib	drug	19472	1.069e-05	2
16734	SLN	gene	19471	1.069e-05	1
16735	CRYBA1	gene	19468	1.069e-05	2
16736	LOC388588	gene	19467	1.069e-05	1
16737	SLC38A4	gene	19465	1.069e-05	1
16738	P2RY14	gene	19464	1.069e-05	1
16739	FAM195A	gene	19463	1.069e-05	1
16740	CCDC70	gene	19460	1.069e-05	2
16741	TTLL7	gene	19459	1.069e-05	2
16742	ZNF25	gene	19458	1.068e-05	1
16743	BPIFA3	gene	19456	1.068e-05	2
16744	THNSL2	gene	19455	1.068e-05	1
16745	FAM221A	gene	19454	1.068e-05	2
16746	TMCC1	gene	19454	1.068e-05	2
16747	CCDC180	gene	19453	1.068e-05	2
16748	ZDHHC14	gene	19450	1.068e-05	1
16749	TRPM1	gene	19445	1.068e-05	2
16750	SPAG7	gene	19434	1.067e-05	2
16751	FBXL8	gene	19434	1.067e-05	2
16752	SLC8B1	gene	19432	1.067e-05	2
16753	INSYN2A	gene	19428	1.067e-05	2
16754	C1orf21	gene	19428	1.067e-05	2
16755	TLCD2	gene	19427	1.067e-05	1
16756	Ado-trastuzumab Emtansine Regimen	drug	19427	1.067e-05	1
16757	C3orf75	gene	19426	1.067e-05	1
16758	C9orf85	gene	19425	1.067e-05	2
