rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score
15834	LOC102724788	gene	21744	1.194e-05	2	0.01395635
15835	GALR1	gene	21743	1.194e-05	2	0.00290925
15836	VKORC1	gene	21739	1.194e-05	3	0.0031516
15837	Tyrphostin AG 1296	drug	21738	1.194e-05	1	0.01227615
15838	SDR39U1	gene	21737	1.194e-05	3	0.00518648
15839	ZSCAN31	gene	21732	1.193e-05	3	0.00928986
15840	TMA7	gene	21731	1.193e-05	3	0.00121887
15841	CEP95	gene	21729	1.193e-05	3	0.00494831
15842	TGFBR3L	gene	21726	1.193e-05	2	0.00189416
15843	CYP4V2	gene	21725	1.193e-05	2	0.00713273
15844	FAM240A	gene	21723	1.193e-05	2	0.00189416
15845	ENSP00000497876	gene	21722	1.193e-05	2	0.00189416
15846	RASSF4	gene	21721	1.193e-05	2	0.01209066
15847	SNPH	gene	21720	1.193e-05	3	0.00364413
15848	ZBTB6	gene	21717	1.193e-05	2	0.01128687
15849	TMEM200C	gene	21715	1.192e-05	2	0.00200322
15850	ZSWIM9	gene	21704	1.192e-05	3	0.01069166
15851	PTGFR	gene	21704	1.192e-05	2	0.01101282
15852	PLSCR3	gene	21698	1.191e-05	3	0.00486275
15853	TYW5	gene	21694	1.191e-05	3	0.00777154
15854	SUMF1	gene	21685	1.191e-05	2	0.01030622
15855	CYP2C18	gene	21685	1.191e-05	3	0.00980867
15856	PERM1	gene	21678	1.19e-05	2	0.00189416
15857	TMC7	gene	21677	1.19e-05	2	0.00189416
15858	ZNF184	gene	21675	1.19e-05	3	0.00838815
15859	Doxorubicin	drug	21672	1.19e-05	2	0.02138845
15860	LMOD2	gene	21671	1.19e-05	3	0.00213826
15861	TEX13D	gene	21669	1.19e-05	2	0.00189416
15862	HBA1	gene	21668	1.19e-05	3	0.00577436
15863	MRGPRX4	gene	21667	1.19e-05	2	0.00309844
15864	ASMTL	gene	21665	1.19e-05	2	0.01289455
15865	TSPY1	gene	21665	1.19e-05	3	0.00312085
15866	CFAP99	gene	21663	1.19e-05	2	0.00189416
15867	NBPF19	gene	21662	1.19e-05	2	0.00189416
15868	NLN	gene	21658	1.189e-05	3	0.01109266
15869	XKR3	gene	21654	1.189e-05	2	0.01699171
15870	TEX14	gene	21652	1.189e-05	3	0.00777945
15871	DERPC	gene	21650	1.189e-05	2	0.00189416
15872	SPINT1	gene	21648	1.189e-05	3	0.00693454
15873	SOX18	gene	21648	1.189e-05	2	0.01265006
15874	CCM2L	gene	21648	1.189e-05	2	0.00189416
15875	TEX13C	gene	21648	1.189e-05	2	0.00189416
15876	REXO1	gene	21646	1.189e-05	2	0.01549052
15877	PLAGL1	gene	21646	1.189e-05	3	0.00122455
15878	ZNF559	gene	21644	1.189e-05	2	0.00869622
15879	ZBTB7C	gene	21641	1.188e-05	3	0.00659441
15880	NBPF4	gene	21638	1.188e-05	2	0.00189416
15881	SEMA5B	gene	21637	1.188e-05	2	0.01107502
15882	Pacritinib	drug	21630	1.188e-05	1	0.0122859
15883	ARHGEF18-2	gene	21629	1.188e-05	2	0.00618081
15884	LYVE1	gene	21625	1.187e-05	2	0.00532245
15885	KIAA1324L	gene	21625	1.187e-05	2	0.00189416
15886	MS4A6E	gene	21620	1.187e-05	2	0.01201377
15887	STC1	gene	21616	1.187e-05	3	0.00831361
15888	C2CD6	gene	21616	1.187e-05	3	0.01067058
15889	C4orf33	gene	21615	1.187e-05	2	0.0127555
15890	TCEAL6	gene	21615	1.187e-05	2	0.00189416
15891	SLC2A5	gene	21614	1.187e-05	2	0.01171933
15892	RPH3AL	gene	21613	1.187e-05	2	0.00919831
15893	RFESD	gene	21609	1.187e-05	2	0.00627711
15894	MASTL	gene	21608	1.187e-05	3	0.00393909
15895	MFSD4A	gene	21606	1.186e-05	3	0.00843101
15896	CNTN5	gene	21602	1.186e-05	2	0.01222165
15897	CCDC27	gene	21598	1.186e-05	2	0.01202019
15898	POM121L2	gene	21597	1.186e-05	2	0.00803392
15899	PSG4	gene	21597	1.186e-05	2	0.00718122
15900	NBPF6	gene	21596	1.186e-05	2	0.00189416
15901	PGBD5	gene	21591	1.186e-05	2	0.00820746
15902	TMC8	gene	21591	1.186e-05	2	0.00189416
15903	Ningetinib	drug	21588	1.185e-05	1	0.01227615
15904	PROSER3	gene	21587	1.185e-05	3	0.00454396
15905	ZNF266	gene	21584	1.185e-05	2	0.0081828
15906	ODF2L	gene	21583	1.185e-05	3	0.00534898
15907	PARM1	gene	21582	1.185e-05	2	0.00189416
15908	NOTCH2NLC	gene	21580	1.185e-05	2	0.00189416
15909	DOP1A	gene	21576	1.185e-05	3	0.0049624
15910	PCDHAC1	gene	21572	1.185e-05	3	0.01000012
15911	ENSP00000498395	gene	21571	1.185e-05	3	0.00387149
15912	C11orf52	gene	21570	1.184e-05	3	0.00581032
15913	RPS6KC1	gene	21568	1.184e-05	2	0.01090136
15914	IGFALS	gene	21568	1.184e-05	2	0.00799876
15915	GUCY1A1	gene	21567	1.184e-05	3	0.00168609
15916	CLCA1	gene	21567	1.184e-05	2	0.00189416
15917	AS602868	drug	21562	1.184e-05	1	0.01227615
15918	NRIP2	gene	21558	1.184e-05	3	0.00298544
15919	ENSP00000455145	gene	21558	1.184e-05	4	0.00152549
15920	NOTCH2NLB	gene	21556	1.184e-05	2	0.00189416
15921	DISP3	gene	21553	1.184e-05	2	0.01412094
15922	FBXL12	gene	21552	1.183e-05	3	0.00348099
15923	CELA1	gene	21552	1.183e-05	3	0.00593174
15924	C8orf82	gene	21552	1.183e-05	3	0.00283706
15925	GPR182	gene	21550	1.183e-05	2	0.00245355
15926	ZNF185	gene	21548	1.183e-05	2	0.01640939
15927	Tyrphostin AG 1295	drug	21547	1.183e-05	1	0.01227615
15928	CAPN11	gene	21539	1.183e-05	2	0.01223655
15929	OTUD1	gene	21538	1.183e-05	3	0.00623895
15930	PCIF1	gene	21538	1.183e-05	3	0.0071275
15931	GALNT12	gene	21538	1.183e-05	2	0.01396991
15932	ATRAID	gene	21536	1.183e-05	2	0.01322585
15933	KATNBL1	gene	21535	1.183e-05	3	0.00472025
15934	ADAMTS9	gene	21531	1.182e-05	3	0.00726052
15935	SOAT2	gene	21531	1.182e-05	2	0.00668965
15936	Regorafenib Anhydrous	drug	21531	1.182e-05	1	0.01227615
15937	TMEM270	gene	21529	1.182e-05	2	0.00897548
15938	SHD	gene	21527	1.182e-05	3	0.00810929
15939	AG1295	drug	21526	1.182e-05	1	0.01227615
15940	PALM3	gene	21524	1.182e-05	3	0.00386411
15941	EXTL1	gene	21514	1.181e-05	2	0.01751132
15942	SPATA31D1	gene	21513	1.181e-05	2	0.00189416
15943	Linifanib	drug	21512	1.181e-05	1	0.01227615
15944	ZNF563	gene	21510	1.181e-05	2	0.00897804
15945	OTULINL	gene	21507	1.181e-05	2	0.01924365
15946	Crenolanib	drug	21505	1.181e-05	1	0.01228097
15947	TCF21	gene	21505	1.181e-05	2	0.00619538
15948	NBPF20	gene	21504	1.181e-05	2	0.00189416
15949	MTFR2	gene	21502	1.181e-05	2	0.0099337
15950	ARSI	gene	21500	1.181e-05	3	0.00387149
15951	Berzosertib	drug	21500	1.181e-05	1	0.08677579
15952	LY6D	gene	21499	1.181e-05	2	0.01956455
15953	PAGE5	gene	21495	1.18e-05	3	0.0136916
15954	SPATA31D4	gene	21495	1.18e-05	2	0.00189416
15955	MTOR Inhibitor	drug	21492	1.18e-05	2	0.01183705
15956	GALNTL5	gene	21490	1.18e-05	2	0.00214211
15957	GPANK1	gene	21490	1.18e-05	3	0.00582598
15958	NEURL1B	gene	21489	1.18e-05	2	0.0143134
15959	UNC50	gene	21486	1.18e-05	2	0.01023167
15960	NCR3	gene	21480	1.18e-05	2	0.01519501
15961	TSPO2	gene	21479	1.179e-05	3	0.00873756
15962	CCDC185	gene	21476	1.179e-05	2	0.01109716
15963	SDR16C5	gene	21473	1.179e-05	2	0.01385671
15964	PRND	gene	21472	1.179e-05	2	0.01367052
15965	UNC80	gene	21470	1.179e-05	3	0.00558188
15966	GALNT13	gene	21465	1.179e-05	2	0.01857922
15967	MEK-1/MEKK-1 Inhibitor E6201	drug	21465	1.179e-05	1	0.04055012
15968	DGKQ	gene	21463	1.179e-05	2	0.00778067
15969	FRMD7	gene	21463	1.179e-05	2	0.01000756
15970	IL22RA2	gene	21459	1.178e-05	2	0.01179661
15971	INMT	gene	21459	1.178e-05	2	0.01104232
15972	TOR4A	gene	21458	1.178e-05	3	0.00794747
15973	SLC1A6	gene	21452	1.178e-05	2	0.01818203
15974	2-a]pyridin-3-yl)-N-(4-(methylsulfonyl)phenyl)pyridin-2-amine	drug	21451	1.178e-05	1	0.01227615
15975	PAQR7	gene	21451	1.178e-05	2	0.01206986
15976	PET100	gene	21446	1.178e-05	2	0.00955629
15977	UFSP1	gene	21445	1.178e-05	2	0.01359481
15978	REEP3	gene	21442	1.177e-05	2	0.01789608
15979	AQP12B	gene	21441	1.177e-05	3	0.0078694
15980	RTL8C	gene	21439	1.177e-05	2	0.01038807
15981	OPRPN	gene	21439	1.177e-05	2	0.00189416
15982	CFC1B	gene	21438	1.177e-05	2	0.00189416
15983	PISD	gene	21438	1.177e-05	2	0.01355894
15984	ZNF440	gene	21437	1.177e-05	2	0.01015434
15985	TCEAL7	gene	21436	1.177e-05	3	0.00955642
15986	SLC16A12	gene	21436	1.177e-05	2	0.01191905
15987	C1orf50	gene	21435	1.177e-05	2	0.01419256
15988	JQ-1	drug	21431	1.177e-05	1	0.01227615
15989	KCNJ18	gene	21425	1.176e-05	2	0.00709497
15990	MAP6	gene	21424	1.176e-05	2	0.01871349
15991	C18orf32	gene	21422	1.176e-05	3	0.00636489
15992	CD1C	gene	21415	1.176e-05	2	0.01577023
15993	CAGE1	gene	21414	1.176e-05	2	0.02006576
15994	FPR3	gene	21414	1.176e-05	2	0.00884534
15995	ADORA3	gene	21410	1.176e-05	2	0.01104783
15996	CCDC116	gene	21403	1.175e-05	2	0.00584788
15997	PSD2	gene	21403	1.175e-05	3	0.0084168
15998	ARSJ	gene	21402	1.175e-05	3	0.00387149
15999	6-(7-(1-methyl-1H-pyrazol-4-yl)imidazo[1	drug	21402	1.175e-05	1	0.01227615
16000	SP140L	gene	21401	1.175e-05	3	0.00887398
16001	FBXW9	gene	21400	1.175e-05	3	0.00434563
16002	FAM110A	gene	21392	1.175e-05	2	0.00495961
16003	HGH1	gene	21390	1.175e-05	3	0.00493286
16004	KCNK17	gene	21384	1.174e-05	1	0.02035848
16005	VSTM2L	gene	21384	1.174e-05	2	0.01092414
16006	SDHAF4	gene	21383	1.174e-05	2	0.00812668
16007	KRTAP17-1	gene	21383	1.174e-05	2	0.00625907
16008	H1-8	gene	21381	1.174e-05	3	0.00775237
16009	MSS51	gene	21374	1.174e-05	3	0.0038922
16010	CCDC121	gene	21369	1.173e-05	2	0.01407055
16011	VEZF1	gene	21362	1.173e-05	3	0.00937479
16012	CYREN	gene	21361	1.173e-05	3	0.00608048
16013	KW2449	drug	21356	1.173e-05	1	0.01227615
16014	PHYKPL	gene	21354	1.173e-05	2	0.00487159
16015	RBM46	gene	21354	1.173e-05	3	0.00580373
16016	ZBTB22	gene	21353	1.173e-05	3	0.00545273
16017	Triciribine	drug	21353	1.173e-05	1	0.05949406
16018	GVQW3	gene	21352	1.172e-05	3	0.00389232
16019	LVRN	gene	21350	1.172e-05	2	0.00618684
16020	PIGO	gene	21342	1.172e-05	2	0.00827401
16021	Pexidartinib	drug	21342	1.172e-05	1	0.01227615
16022	TNFRSF17	gene	21341	1.172e-05	2	0.01755238
16023	FAM3D	gene	21340	1.172e-05	2	0.01243018
16024	POMGNT1	gene	21340	1.172e-05	2	0.00844079
16025	Tandutinib	drug	21340	1.172e-05	1	0.01227615
16026	ANO5	gene	21340	1.172e-05	2	0.01971199
16027	IFI27L1	gene	21339	1.172e-05	3	0.0076692
16028	SDK1	gene	21338	1.172e-05	2	0.0042431
16029	ALKAL2	gene	21338	1.172e-05	2	0.00981691
16030	ZNF277	gene	21336	1.172e-05	3	0.00289982
16031	PRDM6	gene	21332	1.171e-05	3	0.00121057
16032	PAX4	gene	21331	1.171e-05	2	0.01217835
16033	TRPA1	gene	21330	1.171e-05	3	0.0041403
16034	ACSS3	gene	21329	1.171e-05	2	0.00927683
16035	HEPACAM	gene	21323	1.171e-05	2	0.01837526
16036	AGS324	drug	21322	1.171e-05	1	0.01227615
16037	R406	drug	21319	1.171e-05	1	0.01227615
16038	CMKLR1	gene	21319	1.171e-05	2	0.0181656
16039	IZUMO4	gene	21318	1.171e-05	3	0.0031446
16040	NMB	gene	21316	1.171e-05	2	0.00975629
16041	FFAR4	gene	21315	1.17e-05	2	0.00245272
16042	COA5	gene	21314	1.17e-05	2	0.01031442
16043	GRID1	gene	21314	1.17e-05	2	0.01357139
16044	DIO2	gene	21310	1.17e-05	2	0.00835325
16045	CTRB2	gene	21308	1.17e-05	2	0.00340794
16046	HIGD2A	gene	21307	1.17e-05	2	0.01461953
16047	LDLRAP1	gene	21307	1.17e-05	3	0.00759401
16048	ADAMTS18	gene	21305	1.17e-05	2	0.01076823
16049	PCDH18	gene	21302	1.17e-05	2	0.00412906
16050	FLT3 Inhibitor FF-10101 Succinate	drug	21300	1.17e-05	1	0.01227615
16051	AGBL1	gene	21299	1.17e-05	3	0.00736101
16052	ALX4	gene	21297	1.169e-05	2	0.01309142
16053	EBF4	gene	21296	1.169e-05	3	0.00233389
16054	PGAP6	gene	21294	1.169e-05	2	0.01432064
16055	WDR89	gene	21294	1.169e-05	3	0.00421822
16056	TBX6	gene	21283	1.169e-05	2	0.01182965
16057	FHDC1	gene	21282	1.169e-05	3	0.00676942
16058	SLC25A10-2	gene	21280	1.169e-05	3	0.00651787
16059	KRTAP5-1	gene	21274	1.168e-05	2	0.01951484
16060	BEND2	gene	21274	1.168e-05	2	0.01071277
16061	RBM18	gene	21270	1.168e-05	2	0.0084687
16062	Tirbanibulin	drug	21269	1.168e-05	1	0.01227615
16063	H0YIJ7_HUMAN	gene	21268	1.168e-05	3	0.00452355
16064	ALK2 Inhibitor LDN-193189	drug	21267	1.168e-05	1	0.04055012
16065	UGT1A3	gene	21264	1.168e-05	2	0.0083199
16066	DBX1	gene	21261	1.167e-05	2	0.01192049
16067	FAM114A1	gene	21261	1.167e-05	2	0.01026135
16068	RFLNB	gene	21257	1.167e-05	3	0.005521
16069	KCNK6	gene	21251	1.167e-05	1	0.02035616
16070	NACA-2	gene	21246	1.167e-05	2	0.01089305
16071	HOXD8	gene	21246	1.167e-05	2	0.00843652
16072	SLFNL1	gene	21246	1.167e-05	3	0.00725833
16073	KRT74	gene	21244	1.167e-05	2	0.0095258
16074	FCAR	gene	21244	1.167e-05	2	0.00970629
16075	HEPN1	gene	21243	1.166e-05	2	0.00626788
16076	DRD5	gene	21241	1.166e-05	2	0.01133187
16077	DSCAM	gene	21238	1.166e-05	2	0.00694056
16078	SLC6A9	gene	21236	1.166e-05	3	0.00373857
16079	CCL23	gene	21235	1.166e-05	2	0.00637575
16080	NDST3	gene	21234	1.166e-05	2	0.0143874
16081	PCDHA2	gene	21231	1.166e-05	3	0.0036962
16082	TMEM129	gene	21230	1.166e-05	2	0.00277493
16083	ZDHHC11	gene	21229	1.166e-05	3	0.00781071
16084	KIAA0895L	gene	21227	1.166e-05	2	0.01058863
16085	TMEM230	gene	21223	1.165e-05	2	0.00834132
16086	KCNK4	gene	21222	1.165e-05	1	0.02035848
16087	FSTL4	gene	21221	1.165e-05	2	0.0152892
16088	PBDC1	gene	21221	1.165e-05	3	0.00427349
16089	ZNF177	gene	21219	1.165e-05	2	0.00783184
16090	VOPP1	gene	21214	1.165e-05	2	0.01950889
16091	Pictilisib	drug	21207	1.165e-05	2	0.03054096
16092	CGB2	gene	21203	1.164e-05	2	0.00599725
16093	ZNF23	gene	21200	1.164e-05	2	0.00908287
16094	GALNT3	gene	21200	1.164e-05	2	0.00511327
16095	CDC42EP2	gene	21199	1.164e-05	2	0.01206674
16096	TRIML2	gene	21198	1.164e-05	2	0.01331276
16097	COQ10B	gene	21196	1.164e-05	3	0.00369622
16098	HOXD3	gene	21195	1.164e-05	2	0.01396725
16099	ASPHD2	gene	21194	1.164e-05	2	0.01788239
16100	LONP2	gene	21191	1.164e-05	2	0.00666774
16101	GPR32	gene	21189	1.164e-05	2	0.01115351
16102	SLC5A7	gene	21189	1.164e-05	2	0.01739023
16103	NIPA1	gene	21188	1.163e-05	2	0.01233858
16104	CD5L	gene	21187	1.163e-05	2	0.00457951
16105	PCDH19	gene	21186	1.163e-05	2	0.00540329
16106	FBXO34	gene	21183	1.163e-05	2	0.00473795
16107	CYSLTR2	gene	21181	1.163e-05	2	0.00402411
16108	RLBP1	gene	21176	1.163e-05	2	0.01926401
16109	LAX1	gene	21175	1.163e-05	2	0.00204546
16110	C11orf74	gene	21174	1.163e-05	2	0.00682449
16111	TSPY2	gene	21174	1.163e-05	2	0.01730924
16112	SMIM11B	gene	21168	1.162e-05	2	0.01463016
16113	RAET1L	gene	21167	1.162e-05	2	0.01559824
16114	FAM216A	gene	21165	1.162e-05	3	0.00744105
16115	CYBC1	gene	21163	1.162e-05	3	0.00578583
16116	XCL2	gene	21160	1.162e-05	1	0.0150151
16117	ZNF564	gene	21155	1.162e-05	2	0.00832536
16118	TMEM164	gene	21153	1.162e-05	2	0.01067066
16119	ZCCHC24	gene	21153	1.162e-05	3	0.0040362
16120	ACBD4	gene	21151	1.161e-05	2	0.0075697
16121	SLC25A51	gene	21145	1.161e-05	2	0.00972356
16122	GUCD1	gene	21138	1.161e-05	2	0.01174957
16123	LURAP1L	gene	21136	1.161e-05	2	0.01259167
16124	NRIP3	gene	21134	1.161e-05	3	0.00190164
16125	RTP3	gene	21133	1.16e-05	3	0.01018355
16126	F13B	gene	21132	1.16e-05	2	0.00352858
16127	TMEM50A	gene	21129	1.16e-05	1	0.01898898
16128	AGBL2	gene	21127	1.16e-05	3	0.00545465
16129	TERB2	gene	21126	1.16e-05	2	0.00843028
16130	ZNF114	gene	21125	1.16e-05	2	0.00791366
16131	SLC36A3	gene	21125	1.16e-05	2	0.01169964
16132	TMEM161B	gene	21123	1.16e-05	2	0.00293318
16133	MADCAM1	gene	21119	1.16e-05	2	0.01094231
16134	SH3BGRL2	gene	21116	1.16e-05	3	0.00390438
16135	ENSP00000493780	gene	21115	1.159e-05	2	0.00877091
16136	HCST	gene	21113	1.159e-05	2	0.01012053
16137	SLC6A19	gene	21109	1.159e-05	2	0.00245197
16138	PLA2G4E	gene	21109	1.159e-05	2	0.00947308
16139	KRTAP10-4	gene	21107	1.159e-05	2	0.00653114
16140	IGSF6	gene	21105	1.159e-05	2	0.00877407
16141	RNF122	gene	21104	1.159e-05	2	0.00380969
16142	TAPBP	gene	21102	1.159e-05	2	0.00294198
16143	CTRB1	gene	21102	1.159e-05	2	0.00340794
16144	DNPH1	gene	21099	1.159e-05	3	0.00388127
16145	OOEP	gene	21097	1.158e-05	2	0.01209295
16146	B3GALT6	gene	21095	1.158e-05	2	0.0071769
16147	ZNF45	gene	21094	1.158e-05	2	0.01255426
16148	MYBPHL	gene	21088	1.158e-05	2	0.01139336
16149	DEDD2	gene	21079	1.157e-05	3	0.00378712
16150	NTSR2	gene	21076	1.157e-05	2	0.00758267
16151	OR4M1	gene	21075	1.157e-05	1	0.0135529
16152	MAP3K9	gene	21074	1.157e-05	3	0.00268845
16153	BPIFB2	gene	21073	1.157e-05	2	0.01732419
16154	SOX30	gene	21072	1.157e-05	2	0.01706791
16155	FCER2	gene	21071	1.157e-05	2	0.01301544
16156	CTAG1B	gene	21070	1.157e-05	2	0.00641631
16157	KLK7	gene	21064	1.157e-05	2	0.01153945
16158	UCP2	gene	21063	1.157e-05	2	0.0070048
16159	VWA1	gene	21062	1.157e-05	2	0.01713982
16160	CCN4	gene	21059	1.156e-05	2	0.00857627
16161	CNPY1	gene	21053	1.156e-05	2	0.0075301
16162	PASD1	gene	21051	1.156e-05	2	0.01318959
16163	MGAT1	gene	21051	1.156e-05	2	0.01804414
16164	AMH	gene	21046	1.156e-05	2	0.00471993
16165	LSMEM1	gene	21045	1.156e-05	2	0.01139319
16166	HOXC12	gene	21040	1.155e-05	2	0.0103679
16167	ROBO3	gene	21039	1.155e-05	2	0.00709135
16168	SLC25A35	gene	21039	1.155e-05	2	0.00818091
16169	CDKL1	gene	21037	1.155e-05	3	0.00512197
16170	EPPIN	gene	21033	1.155e-05	2	0.01256327
16171	ZSCAN25	gene	21032	1.155e-05	3	0.00436206
16172	RAVER2	gene	21031	1.155e-05	3	0.00258062
16173	NIPAL4	gene	21029	1.155e-05	2	0.01592921
16174	SLC36A2	gene	21028	1.155e-05	1	0.01997513
16175	GSC	gene	21026	1.155e-05	2	0.00902768
16176	LYSMD2	gene	21024	1.154e-05	3	0.003944
16177	Irinotecan	drug	21023	1.154e-05	3	0.00328303
16178	FAM217B	gene	21022	1.154e-05	2	0.00847648
16179	CCDC110	gene	21018	1.154e-05	2	0.01500361
16180	DOCK10	gene	21016	1.154e-05	2	0.00930184
16181	PROK2	gene	21016	1.154e-05	2	0.01132797
16182	TTC9	gene	21008	1.154e-05	2	0.01281353
16183	TLCD3B	gene	21008	1.154e-05	2	0.01234994
16184	HGSNAT	gene	21005	1.153e-05	2	0.01103981
16185	C17orf67	gene	20996	1.153e-05	2	0.01157569
16186	KIAA0825	gene	20996	1.153e-05	2	0.0095959
16187	CYP4B1	gene	20994	1.153e-05	2	0.01003457
16188	LMF1	gene	20991	1.153e-05	2	0.01340818
16189	SLC28A2	gene	20990	1.153e-05	2	0.01697578
16190	SLC24A5	gene	20989	1.153e-05	2	0.01323227
16191	BMP8B	gene	20985	1.152e-05	2	0.00495689
16192	ZNF284	gene	20982	1.152e-05	2	0.00946096
16193	ETNK2	gene	20974	1.152e-05	2	0.00836785
16194	TMEM35B	gene	20974	1.152e-05	2	0.00676219
16195	FAM47E	gene	20971	1.152e-05	3	0.00487889
16196	CXCL17	gene	20969	1.151e-05	1	0.0150151
16197	STAB1	gene	20967	1.151e-05	2	0.00981173
16198	LY6G6F	gene	20962	1.151e-05	2	0.00322454
16199	CDPF1	gene	20959	1.151e-05	2	0.01731641
16200	HDHD2	gene	20957	1.151e-05	3	0.00312477
16201	ZNF862	gene	20953	1.151e-05	2	0.00624879
16202	METTL22	gene	20951	1.15e-05	3	0.00195699
16203	ARMC2	gene	20948	1.15e-05	3	0.00240469
16204	HECTD4	gene	20946	1.15e-05	2	0.01237676
16205	ARHGEF35	gene	20945	1.15e-05	2	0.00943034
16206	CPPED1	gene	20942	1.15e-05	2	0.00572729
16207	MT1A	gene	20940	1.15e-05	2	0.00682292
16208	LFNG	gene	20939	1.15e-05	2	0.01072908
16209	WFDC11	gene	20934	1.15e-05	2	0.00987745
16210	CCDC69	gene	20932	1.149e-05	2	0.01789996
16211	C1orf116	gene	20931	1.149e-05	3	0.00201866
16212	ZNF571	gene	20930	1.149e-05	2	0.00889672
16213	RFTN1	gene	20929	1.149e-05	2	0.00933723
16214	SCG5	gene	20926	1.149e-05	2	0.00676219
16215	CLEC4F	gene	20926	1.149e-05	2	0.01492995
16216	HS3ST2	gene	20925	1.149e-05	2	0.01159243
16217	HRH4	gene	20925	1.149e-05	2	0.0159474
16218	FCRL4	gene	20923	1.149e-05	2	0.01857226
16219	MROH1	gene	20918	1.149e-05	2	0.01244784
16220	GBP5	gene	20917	1.149e-05	2	0.01577453
16221	ARMH1	gene	20911	1.148e-05	2	0.0167753
16222	SLC17A5	gene	20911	1.148e-05	2	0.0032349
16223	DMKN	gene	20908	1.148e-05	2	0.01117905
16224	C2CD2	gene	20904	1.148e-05	2	0.01429803
16225	TBC1D21	gene	20903	1.148e-05	2	0.01571261
16226	ZNF34	gene	20901	1.148e-05	2	0.0072761
16227	FAT2	gene	20901	1.148e-05	2	0.01561371
16228	NCAM2	gene	20892	1.147e-05	3	0.00546693
16229	C1QL4	gene	20889	1.147e-05	3	0.01252791
16230	MIA	gene	20887	1.147e-05	2	0.00830526
16231	LOXHD1	gene	20887	1.147e-05	2	0.0131978
16232	ENSP00000423325	gene	20883	1.147e-05	2	0.00745657
16233	MAJIN	gene	20882	1.147e-05	2	0.01367564
16234	TMEM252	gene	20878	1.146e-05	2	0.00762046
16235	CAPS	gene	20878	1.146e-05	2	0.00472607
16236	ZSWIM2	gene	20877	1.146e-05	2	0.01092627
16237	LRRC20	gene	20871	1.146e-05	2	0.01364291
16238	STARD8	gene	20869	1.146e-05	2	0.00914487
16239	SCRT1	gene	20867	1.146e-05	2	0.00456414
16240	PNLIP	gene	20865	1.146e-05	3	0.00474591
16241	NMNAT3	gene	20865	1.146e-05	2	0.00825899
16242	PSTK	gene	20862	1.146e-05	2	0.01168737
16243	RUSC2	gene	20860	1.145e-05	3	0.00296264
16244	KBTBD3	gene	20859	1.145e-05	2	0.01120051
16245	CYP2C19	gene	20858	1.145e-05	2	0.00711315
16246	CTSE	gene	20857	1.145e-05	3	0.00334613
16247	GGN	gene	20856	1.145e-05	2	0.01442201
16248	ST14	gene	20854	1.145e-05	3	0.00940886
16249	CDRT4	gene	20851	1.145e-05	2	0.00536033
16250	PDZRN4	gene	20848	1.145e-05	2	0.00534655
16251	RTBDN	gene	20847	1.145e-05	2	0.00797154
16252	CDNF	gene	20846	1.145e-05	2	0.00990426
16253	AACS	gene	20841	1.144e-05	2	0.00675811
16254	TRMT12	gene	20837	1.144e-05	2	0.01988276
16255	MEI1	gene	20833	1.144e-05	2	0.00947368
16256	TMEM183A	gene	20832	1.144e-05	2	0.01479358
16257	PROP1	gene	20827	1.144e-05	2	0.00957952
16258	RANBP3L	gene	20825	1.144e-05	2	0.01080114
16259	TBC1D12	gene	20824	1.143e-05	2	0.01029298
16260	TMEM87B	gene	20819	1.143e-05	2	0.0029327
16261	PTRH1	gene	20817	1.143e-05	2	0.00916661
16262	TTPAL	gene	20809	1.143e-05	2	0.01824113
16263	LMBRD2	gene	20807	1.143e-05	2	0.01071049
16264	KRTAP11-1	gene	20797	1.142e-05	2	0.01574951
16265	ATOH8	gene	20790	1.142e-05	2	0.00562283
16266	NLRP14	gene	20788	1.142e-05	2	0.00267063
16267	GLT8D2	gene	20778	1.141e-05	2	0.00883195
16268	SEC14L4	gene	20775	1.141e-05	2	0.01006609
16269	EPB41L4A	gene	20775	1.141e-05	2	0.00957746
16270	GALP	gene	20775	1.141e-05	2	0.0162879
16271	F5H5P2_HUMAN	gene	20771	1.141e-05	3	0.00341998
16272	PCSK1N	gene	20771	1.141e-05	2	0.01820024
16273	S100Z	gene	20768	1.14e-05	2	0.01168556
16274	LOC114841035	gene	20767	1.14e-05	2	0.01281353
16275	DMP1	gene	20767	1.14e-05	2	0.00433523
16276	IQCA1	gene	20765	1.14e-05	2	0.01031343
16277	AZIN1	gene	20765	1.14e-05	2	0.01001245
16278	FCRL3	gene	20760	1.14e-05	2	0.00825483
16279	ZNF778	gene	20757	1.14e-05	2	0.01459588
16280	STUM	gene	20756	1.14e-05	2	0.01526604
16281	EMILIN3	gene	20755	1.14e-05	2	0.00822908
16282	ADAM18	gene	20755	1.14e-05	2	0.01454254
16283	IQCA1L	gene	20755	1.14e-05	2	0.01031343
16284	SNX16	gene	20753	1.14e-05	2	0.01678947
16285	NMBR	gene	20752	1.14e-05	2	0.00844163
16286	TMEM14A	gene	20751	1.139e-05	2	0.01872274
16287	GAL3ST2	gene	20750	1.139e-05	2	0.01056896
16288	PLCZ1	gene	20750	1.139e-05	2	0.00498537
16289	VASH2	gene	20747	1.139e-05	2	0.00561542
16290	FABP2	gene	20745	1.139e-05	2	0.02048547
16291	POU6F2	gene	20743	1.139e-05	2	0.01740368
